tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2015-03-15,DKI1 (Bunderan HI),64.0,6.0,17.0,48.0,14.0,64.0,PM10,SEDANG
2015-03-16,DKI1 (Bunderan HI),55.0,6.0,22.0,42.0,15.0,55.0,PM10,SEDANG
2015-03-17,DKI1 (Bunderan HI),56.0,6.0,20.0,44.0,15.0,56.0,PM10,SEDANG
2015-03-18,DKI1 (Bunderan HI),62.0,7.0,22.0,79.0,25.0,79.0,O3,SEDANG
2015-03-19,DKI1 (Bunderan HI),59.0,6.0,24.0,58.0,26.0,59.0,PM10,SEDANG
2015-03-20,DKI1 (Bunderan HI),53.0,6.0,24.0,69.0,30.0,69.0,O3,SEDANG
2015-03-21,DKI1 (Bunderan HI),40.0,6.0,21.0,67.0,16.0,67.0,O3,SEDANG
2015-03-22,DKI1 (Bunderan HI),58.0,6.0,25.0,78.0,17.0,78.0,O3,SEDANG
2015-03-23,DKI1 (Bunderan HI),53.0,6.0,31.0,69.0,28.0,69.0,O3,SEDANG
2015-03-24,DKI1 (Bunderan HI),73.0,6.0,28.0,47.0,19.0,73.0,PM10,SEDANG
2015-03-25,DKI1 (Bunderan HI),69.0,7.0,32.0,37.0,18.0,69.0,PM10,SEDANG
2015-03-26,DKI1 (Bunderan HI),56.0,7.0,32.0,34.0,21.0,56.0,PM10,SEDANG
2015-03-27,DKI1 (Bunderan HI),62.0,7.0,29.0,57.0,20.0,62.0,PM10,SEDANG
2015-03-28,DKI1 (Bunderan HI),56.0,6.0,23.0,47.0,17.0,56.0,PM10,SEDANG
2015-03-29,DKI1 (Bunderan HI),59.0,7.0,27.0,50.0,12.0,59.0,PM10,SEDANG
2015-03-30,DKI1 (Bunderan HI),56.0,6.0,32.0,44.0,17.0,56.0,PM10,SEDANG
2015-03-31,DKI1 (Bunderan HI),49.0,6.0,24.0,45.0,18.0,49.0,PM10,BAIK
2015-03-04,DKI2 (Kelapa Gading),44.0,6.0,41.0,34.0,15.0,44.0,PM10,BAIK
2015-03-05,DKI2 (Kelapa Gading),32.0,4.0,29.0,22.0,10.0,32.0,PM10,BAIK
2015-03-06,DKI2 (Kelapa Gading),53.0,8.0,33.0,36.0,18.0,53.0,PM10,SEDANG
2015-03-07,DKI2 (Kelapa Gading),44.0,7.0,27.0,42.0,20.0,44.0,PM10,BAIK
2015-03-08,DKI2 (Kelapa Gading),39.0,5.0,36.0,28.0,17.0,39.0,PM10,BAIK
2015-03-09,DKI2 (Kelapa Gading),41.0,5.0,33.0,41.0,17.0,41.0,PM10,BAIK
2015-03-10,DKI2 (Kelapa Gading),30.0,4.0,26.0,58.0,25.0,58.0,O3,SEDANG
2015-03-11,DKI2 (Kelapa Gading),30.0,4.0,27.0,43.0,15.0,43.0,O3,BAIK
2015-03-12,DKI2 (Kelapa Gading),30.0,4.0,29.0,31.0,12.0,31.0,O3,BAIK
2015-03-13,DKI2 (Kelapa Gading),55.0,9.0,45.0,33.0,24.0,55.0,PM10,SEDANG
2015-03-14,DKI2 (Kelapa Gading),55.0,5.0,40.0,28.0,13.0,55.0,PM10,SEDANG
2015-03-15,DKI2 (Kelapa Gading),51.0,5.0,30.0,49.0,11.0,51.0,PM10,SEDANG
2015-03-16,DKI2 (Kelapa Gading),40.0,5.0,35.0,41.0,19.0,41.0,O3,BAIK
2015-03-17,DKI2 (Kelapa Gading),50.0,5.0,34.0,83.0,21.0,83.0,O3,SEDANG
2015-03-18,DKI2 (Kelapa Gading),75.0,22.0,35.0,104.0,23.0,104.0,O3,TIDAK SEHAT
2015-03-19,DKI2 (Kelapa Gading),68.0,15.0,32.0,81.0,20.0,81.0,O3,SEDANG
2015-03-20,DKI2 (Kelapa Gading),57.0,9.0,30.0,127.0,19.0,127.0,O3,TIDAK SEHAT
2015-03-21,DKI2 (Kelapa Gading),47.0,8.0,29.0,83.0,14.0,83.0,O3,SEDANG
2015-03-22,DKI2 (Kelapa Gading),57.0,13.0,34.0,71.0,15.0,71.0,O3,SEDANG
2015-03-23,DKI2 (Kelapa Gading),53.0,12.0,33.0,84.0,19.0,84.0,O3,SEDANG
2015-03-24,DKI2 (Kelapa Gading),76.0,17.0,34.0,69.0,20.0,76.0,PM10,SEDANG
2015-03-25,DKI2 (Kelapa Gading),73.0,21.0,35.0,47.0,20.0,73.0,PM10,SEDANG
2015-03-26,DKI2 (Kelapa Gading),66.0,15.0,34.0,49.0,12.0,66.0,PM10,SEDANG
2015-03-27,DKI2 (Kelapa Gading),62.0,14.0,34.0,52.0,16.0,62.0,PM10,SEDANG
2015-03-28,DKI2 (Kelapa Gading),60.0,17.0,32.0,59.0,17.0,60.0,PM10,SEDANG
2015-03-29,DKI2 (Kelapa Gading),63.0,14.0,40.0,41.0,9.0,63.0,PM10,SEDANG
2015-03-30,DKI2 (Kelapa Gading),57.0,14.0,34.0,43.0,14.0,57.0,PM10,SEDANG
2015-03-31,DKI2 (Kelapa Gading),47.0,9.0,28.0,54.0,10.0,54.0,O3,SEDANG
2015-03-01,DKI3 (Jagakarsa),13.0,11.0,48.0,39.0,9.0,48.0,CO,BAIK
2015-03-02,DKI3 (Jagakarsa),15.0,10.0,40.0,41.0,9.0,41.0,O3,BAIK
2015-03-03,DKI3 (Jagakarsa),12.0,12.0,27.0,35.0,6.0,35.0,O3,BAIK
2015-03-05,DKI3 (Jagakarsa),14.0,9.0,27.0,44.0,5.0,44.0,O3,BAIK
2015-03-07,DKI3 (Jagakarsa),36.0,9.0,23.0,30.0,5.0,36.0,PM10,BAIK
2015-03-08,DKI3 (Jagakarsa),17.0,8.0,30.0,35.0,4.0,35.0,O3,BAIK
2015-03-09,DKI3 (Jagakarsa),19.0,9.0,30.0,43.0,6.0,43.0,O3,BAIK
2015-03-10,DKI3 (Jagakarsa),33.0,9.0,36.0,41.0,6.0,41.0,O3,BAIK
2015-03-11,DKI3 (Jagakarsa),20.0,9.0,26.0,62.0,4.0,62.0,O3,SEDANG
2015-03-12,DKI3 (Jagakarsa),22.0,9.0,25.0,43.0,4.0,43.0,O3,BAIK
2015-03-13,DKI3 (Jagakarsa),33.0,9.0,61.0,47.0,10.0,61.0,CO,SEDANG
2015-03-14,DKI3 (Jagakarsa),41.0,10.0,44.0,52.0,9.0,52.0,O3,SEDANG
2015-03-15,DKI3 (Jagakarsa),24.0,10.0,30.0,45.0,9.0,45.0,O3,BAIK
2015-03-16,DKI3 (Jagakarsa),14.0,9.0,52.0,29.0,6.0,52.0,CO,SEDANG
2015-03-17,DKI3 (Jagakarsa),29.0,9.0,46.0,49.0,8.0,49.0,O3,BAIK
2015-03-18,DKI3 (Jagakarsa),27.0,11.0,35.0,91.0,11.0,91.0,O3,SEDANG
2015-03-19,DKI3 (Jagakarsa),37.0,11.0,33.0,130.0,10.0,130.0,O3,TIDAK SEHAT
2015-03-20,DKI3 (Jagakarsa),16.0,9.0,27.0,109.0,11.0,109.0,O3,TIDAK SEHAT
2015-03-21,DKI3 (Jagakarsa),16.0,9.0,30.0,92.0,12.0,92.0,O3,SEDANG
2015-03-22,DKI3 (Jagakarsa),22.0,10.0,36.0,113.0,10.0,113.0,O3,TIDAK SEHAT
2015-03-23,DKI3 (Jagakarsa),24.0,10.0,27.0,131.0,9.0,131.0,O3,TIDAK SEHAT
2015-03-24,DKI3 (Jagakarsa),37.0,10.0,46.0,94.0,12.0,94.0,O3,SEDANG
2015-03-25,DKI3 (Jagakarsa),26.0,10.0,44.0,48.0,11.0,48.0,O3,BAIK
2015-03-26,DKI3 (Jagakarsa),27.0,9.0,43.0,62.0,11.0,62.0,O3,SEDANG
2015-03-27,DKI3 (Jagakarsa),18.0,10.0,58.0,83.0,15.0,83.0,O3,SEDANG
2015-03-28,DKI3 (Jagakarsa),24.0,10.0,33.0,77.0,13.0,77.0,O3,SEDANG
2015-03-29,DKI3 (Jagakarsa),18.0,9.0,53.0,74.0,10.0,74.0,O3,SEDANG
2015-03-30,DKI3 (Jagakarsa),25.0,10.0,47.0,76.0,13.0,76.0,O3,SEDANG
2015-03-31,DKI3 (Jagakarsa),17.0,10.0,29.0,72.0,15.0,72.0,O3,SEDANG
2015-03-01,DKI4 (Lubang Buaya),86.0,16.0,38.0,26.0,13.0,86.0,PM10,SEDANG
2015-03-02,DKI4 (Lubang Buaya),57.0,17.0,22.0,30.0,11.0,57.0,PM10,SEDANG
2015-03-03,DKI4 (Lubang Buaya),45.0,19.0,17.0,50.0,8.0,50.0,O3,BAIK
2015-03-04,DKI4 (Lubang Buaya),52.0,16.0,32.0,31.0,11.0,52.0,PM10,SEDANG
2015-03-05,DKI4 (Lubang Buaya),45.0,14.0,18.0,42.0,10.0,45.0,PM10,BAIK
2015-03-06,DKI4 (Lubang Buaya),62.0,17.0,30.0,69.0,10.0,69.0,O3,SEDANG
2015-03-07,DKI4 (Lubang Buaya),53.0,15.0,17.0,59.0,11.0,59.0,O3,SEDANG
2015-03-08,DKI4 (Lubang Buaya),46.0,14.0,22.0,28.0,8.0,46.0,PM10,BAIK
2015-03-09,DKI4 (Lubang Buaya),50.0,15.0,29.0,45.0,15.0,50.0,PM10,BAIK
2015-03-10,DKI4 (Lubang Buaya),49.0,14.0,30.0,58.0,12.0,58.0,O3,SEDANG
2015-03-11,DKI4 (Lubang Buaya),38.0,14.0,26.0,56.0,7.0,56.0,O3,SEDANG
2015-03-12,DKI4 (Lubang Buaya),35.0,16.0,14.0,48.0,7.0,48.0,O3,BAIK
2015-03-13,DKI4 (Lubang Buaya),64.0,16.0,44.0,49.0,18.0,64.0,PM10,SEDANG
2015-03-14,DKI4 (Lubang Buaya),72.0,17.0,40.0,43.0,8.0,72.0,PM10,SEDANG
2015-03-15,DKI4 (Lubang Buaya),57.0,16.0,19.0,36.0,9.0,57.0,PM10,SEDANG
2015-03-16,DKI4 (Lubang Buaya),53.0,14.0,40.0,71.0,10.0,71.0,O3,SEDANG
2015-03-17,DKI4 (Lubang Buaya),66.0,20.0,26.0,85.0,14.0,85.0,O3,SEDANG
2015-03-19,DKI4 (Lubang Buaya),65.0,16.0,19.0,81.0,15.0,81.0,O3,SEDANG
2015-03-20,DKI4 (Lubang Buaya),57.0,15.0,17.0,77.0,15.0,77.0,O3,SEDANG
2015-03-24,DKI4 (Lubang Buaya),76.0,17.0,17.0,14.0,13.0,76.0,PM10,SEDANG
2015-03-25,DKI4 (Lubang Buaya),75.0,16.0,27.0,23.0,12.0,75.0,PM10,SEDANG
2015-03-26,DKI4 (Lubang Buaya),60.0,13.0,34.0,12.0,18.0,60.0,PM10,SEDANG
2015-03-27,DKI4 (Lubang Buaya),67.0,17.0,31.0,12.0,11.0,67.0,PM10,SEDANG
2015-03-28,DKI4 (Lubang Buaya),68.0,14.0,28.0,12.0,16.0,68.0,PM10,SEDANG
2015-03-29,DKI4 (Lubang Buaya),78.0,15.0,37.0,11.0,8.0,78.0,PM10,SEDANG
2015-03-30,DKI4 (Lubang Buaya),69.0,14.0,30.0,47.0,8.0,69.0,PM10,SEDANG
2015-03-31,DKI4 (Lubang Buaya),80.0,17.0,21.0,64.0,12.0,80.0,PM10,SEDANG
2015-03-01,DKI5 (Kebon Jeruk),59.0,3.0,28.0,22.0,11.0,59.0,PM10,SEDANG
2015-03-02,DKI5 (Kebon Jeruk),36.0,3.0,11.0,25.0,8.0,36.0,PM10,BAIK
2015-03-03,DKI5 (Kebon Jeruk),33.0,4.0,13.0,36.0,9.0,36.0,O3,BAIK
2015-03-04,DKI5 (Kebon Jeruk),42.0,4.0,33.0,28.0,9.0,42.0,PM10,BAIK
2015-03-05,DKI5 (Kebon Jeruk),24.0,3.0,10.0,26.0,6.0,26.0,O3,BAIK
2015-03-06,DKI5 (Kebon Jeruk),58.0,4.0,27.0,70.0,8.0,70.0,O3,SEDANG
2015-03-07,DKI5 (Kebon Jeruk),32.0,4.0,11.0,50.0,8.0,50.0,O3,BAIK
2015-03-08,DKI5 (Kebon Jeruk),31.0,3.0,14.0,24.0,8.0,31.0,PM10,BAIK
2015-03-09,DKI5 (Kebon Jeruk),51.0,4.0,20.0,36.0,6.0,51.0,PM10,SEDANG
2015-03-10,DKI5 (Kebon Jeruk),31.0,3.0,11.0,63.0,7.0,63.0,O3,SEDANG
2015-03-11,DKI5 (Kebon Jeruk),23.0,3.0,9.0,42.0,4.0,42.0,O3,BAIK
2015-03-12,DKI5 (Kebon Jeruk),18.0,4.0,9.0,34.0,7.0,34.0,O3,BAIK
2015-03-13,DKI5 (Kebon Jeruk),54.0,4.0,34.0,27.0,9.0,54.0,PM10,SEDANG
2015-03-14,DKI5 (Kebon Jeruk),58.0,4.0,29.0,27.0,8.0,58.0,PM10,SEDANG
2015-03-15,DKI5 (Kebon Jeruk),51.0,4.0,15.0,37.0,7.0,51.0,PM10,SEDANG
2015-03-16,DKI5 (Kebon Jeruk),35.0,4.0,16.0,31.0,5.0,35.0,PM10,BAIK
2015-03-17,DKI5 (Kebon Jeruk),41.0,4.0,17.0,28.0,4.0,41.0,PM10,BAIK
2015-03-18,DKI5 (Kebon Jeruk),43.0,4.0,12.0,69.0,9.0,69.0,O3,SEDANG
2015-03-19,DKI5 (Kebon Jeruk),46.0,4.0,15.0,89.0,12.0,89.0,O3,SEDANG
2015-03-20,DKI5 (Kebon Jeruk),32.0,4.0,12.0,82.0,8.0,82.0,O3,SEDANG
2015-03-21,DKI5 (Kebon Jeruk),28.0,4.0,15.0,81.0,9.0,81.0,O3,SEDANG
2015-03-22,DKI5 (Kebon Jeruk),48.0,4.0,21.0,76.0,8.0,76.0,O3,SEDANG
2015-03-23,DKI5 (Kebon Jeruk),36.0,4.0,19.0,155.0,10.0,155.0,O3,TIDAK SEHAT
2015-03-24,DKI5 (Kebon Jeruk),59.0,4.0,31.0,74.0,11.0,74.0,O3,SEDANG
2015-03-25,DKI5 (Kebon Jeruk),61.0,4.0,35.0,57.0,16.0,61.0,PM10,SEDANG
2015-03-27,DKI5 (Kebon Jeruk),52.0,4.0,43.0,48.0,17.0,52.0,PM10,SEDANG
2015-03-28,DKI5 (Kebon Jeruk),49.0,4.0,19.0,53.0,9.0,53.0,O3,SEDANG
2015-03-29,DKI5 (Kebon Jeruk),42.0,4.0,27.0,37.0,9.0,42.0,PM10,BAIK
2015-03-30,DKI5 (Kebon Jeruk),61.0,4.0,32.0,38.0,10.0,61.0,PM10,SEDANG
2015-03-31,DKI5 (Kebon Jeruk),28.0,4.0,17.0,60.0,11.0,60.0,O3,SEDANG
2015-04-01,DKI1 (Bunderan HI),57.0,6.0,32.0,48.0,21.0,57.0,PM10,SEDANG
2015-04-02,DKI1 (Bunderan HI),67.0,6.0,29.0,44.0,22.0,67.0,PM10,SEDANG
2015-04-03,DKI1 (Bunderan HI),51.0,7.0,32.0,43.0,15.0,51.0,PM10,SEDANG
2015-04-04,DKI1 (Bunderan HI),71.0,7.0,29.0,71.0,21.0,71.0,PM10,SEDANG
2015-04-05,DKI1 (Bunderan HI),69.0,7.0,34.0,69.0,18.0,69.0,PM10,SEDANG
2015-04-06,DKI1 (Bunderan HI),63.0,7.0,37.0,51.0,20.0,63.0,PM10,SEDANG
2015-04-08,DKI1 (Bunderan HI),46.0,9.0,26.0,56.0,19.0,56.0,O3,SEDANG
2015-04-09,DKI1 (Bunderan HI),69.0,10.0,38.0,40.0,23.0,69.0,PM10,SEDANG
2015-04-10,DKI1 (Bunderan HI),75.0,14.0,40.0,64.0,39.0,75.0,PM10,SEDANG
2015-04-11,DKI1 (Bunderan HI),49.0,15.0,20.0,57.0,15.0,57.0,O3,SEDANG
2015-04-12,DKI1 (Bunderan HI),56.0,15.0,27.0,59.0,25.0,59.0,O3,SEDANG
2015-04-13,DKI1 (Bunderan HI),74.0,14.0,35.0,56.0,17.0,74.0,PM10,SEDANG
2015-04-14,DKI1 (Bunderan HI),64.0,14.0,30.0,52.0,23.0,64.0,PM10,SEDANG
2015-04-15,DKI1 (Bunderan HI),59.0,14.0,29.0,51.0,18.0,59.0,PM10,SEDANG
2015-04-16,DKI1 (Bunderan HI),70.0,14.0,33.0,71.0,21.0,71.0,O3,SEDANG
2015-04-17,DKI1 (Bunderan HI),58.0,15.0,27.0,33.0,16.0,58.0,PM10,SEDANG
2015-04-18,DKI1 (Bunderan HI),66.0,22.0,28.0,54.0,19.0,66.0,PM10,SEDANG
2015-04-19,DKI1 (Bunderan HI),83.0,18.0,30.0,68.0,18.0,83.0,PM10,SEDANG
2015-04-20,DKI1 (Bunderan HI),55.0,17.0,28.0,98.0,21.0,98.0,O3,SEDANG
2015-04-21,DKI1 (Bunderan HI),64.0,17.0,31.0,79.0,30.0,79.0,O3,SEDANG
2015-04-22,DKI1 (Bunderan HI),63.0,16.0,27.0,56.0,19.0,63.0,PM10,SEDANG
2015-04-23,DKI1 (Bunderan HI),30.0,15.0,11.0,46.0,10.0,46.0,O3,BAIK
2015-04-24,DKI1 (Bunderan HI),26.0,15.0,9.0,39.0,7.0,39.0,O3,BAIK
2015-04-25,DKI1 (Bunderan HI),29.0,15.0,10.0,40.0,11.0,40.0,O3,BAIK
2015-04-26,DKI1 (Bunderan HI),36.0,16.0,18.0,43.0,15.0,43.0,O3,BAIK
2015-04-27,DKI1 (Bunderan HI),28.0,16.0,10.0,37.0,7.0,37.0,O3,BAIK
2015-04-28,DKI1 (Bunderan HI),34.0,15.0,11.0,42.0,12.0,42.0,O3,BAIK
2015-04-29,DKI1 (Bunderan HI),32.0,15.0,11.0,42.0,12.0,42.0,O3,BAIK
2015-04-30,DKI1 (Bunderan HI),39.0,15.0,16.0,46.0,13.0,46.0,O3,BAIK
2015-04-01,DKI2 (Kelapa Gading),65.0,19.0,37.0,80.0,21.0,80.0,O3,SEDANG
2015-04-02,DKI2 (Kelapa Gading),62.0,9.0,35.0,88.0,22.0,88.0,O3,SEDANG
2015-04-03,DKI2 (Kelapa Gading),44.0,8.0,50.0,50.0,17.0,50.0,CO,BAIK
2015-04-04,DKI2 (Kelapa Gading),67.0,10.0,46.0,108.0,15.0,108.0,O3,TIDAK SEHAT
2015-04-05,DKI2 (Kelapa Gading),68.0,10.0,45.0,66.0,23.0,68.0,PM10,SEDANG
2015-04-06,DKI2 (Kelapa Gading),66.0,11.0,39.0,48.0,18.0,66.0,PM10,SEDANG
2015-04-07,DKI2 (Kelapa Gading),56.0,10.0,27.0,33.0,9.0,56.0,PM10,SEDANG
2015-04-08,DKI2 (Kelapa Gading),49.0,7.0,29.0,86.0,13.0,86.0,O3,SEDANG
2015-04-09,DKI2 (Kelapa Gading),65.0,13.0,42.0,86.0,17.0,86.0,O3,SEDANG
2015-04-10,DKI2 (Kelapa Gading),74.0,18.0,59.0,76.0,23.0,76.0,O3,SEDANG
2015-04-11,DKI2 (Kelapa Gading),46.0,6.0,27.0,62.0,12.0,62.0,O3,SEDANG
2015-04-12,DKI2 (Kelapa Gading),58.0,11.0,32.0,82.0,15.0,82.0,O3,SEDANG
2015-04-13,DKI2 (Kelapa Gading),71.0,21.0,30.0,64.0,14.0,71.0,PM10,SEDANG
2015-04-14,DKI2 (Kelapa Gading),69.0,7.0,31.0,53.0,12.0,69.0,PM10,SEDANG
2015-04-15,DKI2 (Kelapa Gading),64.0,13.0,36.0,46.0,19.0,64.0,PM10,SEDANG
2015-04-16,DKI2 (Kelapa Gading),73.0,17.0,36.0,64.0,20.0,73.0,PM10,SEDANG
2015-04-17,DKI2 (Kelapa Gading),64.0,15.0,33.0,53.0,12.0,64.0,PM10,SEDANG
2015-04-18,DKI2 (Kelapa Gading),78.0,11.0,43.0,74.0,19.0,78.0,PM10,SEDANG
2015-04-19,DKI2 (Kelapa Gading),82.0,11.0,48.0,111.0,21.0,111.0,O3,TIDAK SEHAT
2015-04-20,DKI2 (Kelapa Gading),58.0,11.0,38.0,93.0,19.0,93.0,O3,SEDANG
2015-04-21,DKI2 (Kelapa Gading),76.0,25.0,37.0,91.0,17.0,91.0,O3,SEDANG
2015-04-22,DKI2 (Kelapa Gading),69.0,11.0,36.0,87.0,19.0,87.0,O3,SEDANG
2015-04-23,DKI2 (Kelapa Gading),39.0,5.0,26.0,42.0,7.0,42.0,O3,BAIK
2015-04-24,DKI2 (Kelapa Gading),34.0,4.0,26.0,26.0,5.0,34.0,PM10,BAIK
2015-04-25,DKI2 (Kelapa Gading),32.0,4.0,25.0,33.0,14.0,33.0,O3,BAIK
2015-04-26,DKI2 (Kelapa Gading),53.0,5.0,39.0,32.0,16.0,53.0,PM10,SEDANG
2015-04-27,DKI2 (Kelapa Gading),53.0,4.0,47.0,19.0,6.0,53.0,PM10,SEDANG
2015-04-28,DKI2 (Kelapa Gading),28.0,4.0,28.0,34.0,6.0,34.0,O3,BAIK
2015-04-29,DKI2 (Kelapa Gading),32.0,4.0,27.0,30.0,6.0,32.0,PM10,BAIK
2015-04-30,DKI2 (Kelapa Gading),40.0,5.0,28.0,51.0,16.0,51.0,O3,SEDANG
2015-04-01,DKI3 (Jagakarsa),21.0,9.0,33.0,72.0,12.0,72.0,O3,SEDANG
2015-04-02,DKI3 (Jagakarsa),14.0,9.0,45.0,64.0,9.0,64.0,O3,SEDANG
2015-04-03,DKI3 (Jagakarsa),20.0,10.0,45.0,54.0,9.0,54.0,O3,SEDANG
2015-04-04,DKI3 (Jagakarsa),19.0,10.0,52.0,96.0,12.0,96.0,O3,SEDANG
2015-04-05,DKI3 (Jagakarsa),14.0,10.0,42.0,68.0,10.0,68.0,O3,SEDANG
2015-04-06,DKI3 (Jagakarsa),23.0,10.0,41.0,52.0,7.0,52.0,O3,SEDANG
2015-04-07,DKI3 (Jagakarsa),20.0,11.0,29.0,31.0,9.0,31.0,O3,BAIK
2015-04-08,DKI3 (Jagakarsa),19.0,10.0,46.0,65.0,9.0,65.0,O3,SEDANG
2015-04-09,DKI3 (Jagakarsa),13.0,9.0,42.0,52.0,10.0,52.0,O3,SEDANG
2015-04-10,DKI3 (Jagakarsa),17.0,9.0,64.0,87.0,12.0,87.0,O3,SEDANG
2015-04-11,DKI3 (Jagakarsa),17.0,10.0,36.0,57.0,8.0,57.0,O3,SEDANG
2015-04-12,DKI3 (Jagakarsa),18.0,11.0,30.0,88.0,6.0,88.0,O3,SEDANG
2015-04-13,DKI3 (Jagakarsa),17.0,11.0,31.0,65.0,13.0,65.0,O3,SEDANG
2015-04-14,DKI3 (Jagakarsa),19.0,11.0,54.0,67.0,30.0,67.0,O3,SEDANG
2015-04-15,DKI3 (Jagakarsa),15.0,10.0,37.0,83.0,18.0,83.0,O3,SEDANG
2015-04-16,DKI3 (Jagakarsa),15.0,11.0,35.0,87.0,10.0,87.0,O3,SEDANG
2015-04-17,DKI3 (Jagakarsa),15.0,10.0,37.0,54.0,12.0,54.0,O3,SEDANG
2015-04-18,DKI3 (Jagakarsa),19.0,10.0,47.0,51.0,10.0,51.0,O3,SEDANG
2015-04-19,DKI3 (Jagakarsa),11.0,12.0,32.0,82.0,9.0,82.0,O3,SEDANG
2015-04-20,DKI3 (Jagakarsa),12.0,10.0,27.0,66.0,7.0,66.0,O3,SEDANG
2015-04-21,DKI3 (Jagakarsa),18.0,11.0,42.0,101.0,11.0,101.0,O3,TIDAK SEHAT
2015-04-22,DKI3 (Jagakarsa),14.0,10.0,34.0,119.0,10.0,119.0,O3,TIDAK SEHAT
2015-04-23,DKI3 (Jagakarsa),13.0,10.0,21.0,24.0,3.0,24.0,O3,BAIK
2015-04-27,DKI3 (Jagakarsa),11.0,10.0,26.0,18.0,3.0,26.0,CO,BAIK
2015-04-28,DKI3 (Jagakarsa),10.0,10.0,25.0,19.0,4.0,25.0,CO,BAIK
2015-04-29,DKI3 (Jagakarsa),17.0,10.0,22.0,19.0,3.0,22.0,CO,BAIK
2015-04-30,DKI3 (Jagakarsa),18.0,10.0,27.0,22.0,2.0,27.0,CO,BAIK
2015-04-01,DKI4 (Lubang Buaya),65.0,13.0,25.0,76.0,12.0,76.0,O3,SEDANG
2015-04-02,DKI4 (Lubang Buaya),65.0,13.0,36.0,79.0,13.0,79.0,O3,SEDANG
2015-04-03,DKI4 (Lubang Buaya),50.0,14.0,39.0,45.0,12.0,50.0,PM10,BAIK
2015-04-04,DKI4 (Lubang Buaya),75.0,18.0,40.0,85.0,10.0,85.0,O3,SEDANG
2015-04-05,DKI4 (Lubang Buaya),75.0,19.0,44.0,59.0,9.0,75.0,PM10,SEDANG
2015-04-06,DKI4 (Lubang Buaya),71.0,17.0,30.0,57.0,14.0,71.0,PM10,SEDANG
2015-04-07,DKI4 (Lubang Buaya),57.0,17.0,12.0,24.0,6.0,57.0,PM10,SEDANG
2015-04-08,DKI4 (Lubang Buaya),65.0,15.0,26.0,66.0,7.0,66.0,O3,SEDANG
2015-04-09,DKI4 (Lubang Buaya),64.0,14.0,38.0,61.0,11.0,64.0,PM10,SEDANG
2015-04-10,DKI4 (Lubang Buaya),87.0,15.0,58.0,79.0,15.0,87.0,PM10,SEDANG
2015-04-11,DKI4 (Lubang Buaya),59.0,17.0,19.0,60.0,9.0,60.0,O3,SEDANG
2015-04-12,DKI4 (Lubang Buaya),62.0,22.0,26.0,70.0,10.0,70.0,O3,SEDANG
2015-04-13,DKI4 (Lubang Buaya),62.0,16.0,27.0,61.0,11.0,62.0,PM10,SEDANG
2015-04-14,DKI4 (Lubang Buaya),74.0,22.0,18.0,61.0,11.0,74.0,PM10,SEDANG
2015-04-15,DKI4 (Lubang Buaya),60.0,17.0,24.0,62.0,15.0,62.0,O3,SEDANG
2015-04-16,DKI4 (Lubang Buaya),63.0,18.0,19.0,76.0,12.0,76.0,O3,SEDANG
2015-04-17,DKI4 (Lubang Buaya),61.0,18.0,21.0,36.0,11.0,61.0,PM10,SEDANG
2015-04-18,DKI4 (Lubang Buaya),84.0,15.0,45.0,55.0,11.0,84.0,PM10,SEDANG
2015-04-19,DKI4 (Lubang Buaya),83.0,16.0,32.0,92.0,13.0,92.0,O3,SEDANG
2015-04-20,DKI4 (Lubang Buaya),61.0,22.0,42.0,70.0,14.0,70.0,O3,SEDANG
2015-04-21,DKI4 (Lubang Buaya),74.0,16.0,26.0,81.0,14.0,81.0,O3,SEDANG
2015-04-22,DKI4 (Lubang Buaya),71.0,17.0,28.0,84.0,16.0,84.0,O3,SEDANG
2015-04-23,DKI4 (Lubang Buaya),40.0,16.0,12.0,27.0,7.0,40.0,PM10,BAIK
2015-04-24,DKI4 (Lubang Buaya),26.0,15.0,9.0,19.0,4.0,26.0,PM10,BAIK
2015-04-25,DKI4 (Lubang Buaya),28.0,15.0,9.0,28.0,5.0,28.0,PM10,BAIK
2015-04-26,DKI4 (Lubang Buaya),36.0,15.0,21.0,42.0,9.0,42.0,O3,BAIK
2015-04-27,DKI4 (Lubang Buaya),46.0,15.0,34.0,67.0,9.0,67.0,O3,SEDANG
2015-04-28,DKI4 (Lubang Buaya),46.0,15.0,18.0,38.0,6.0,46.0,PM10,BAIK
2015-04-02,DKI5 (Kebon Jeruk),50.0,4.0,18.0,58.0,10.0,58.0,O3,SEDANG
2015-04-03,DKI5 (Kebon Jeruk),36.0,4.0,32.0,47.0,11.0,47.0,O3,BAIK
2015-04-04,DKI5 (Kebon Jeruk),56.0,4.0,26.0,96.0,11.0,96.0,O3,SEDANG
2015-04-05,DKI5 (Kebon Jeruk),58.0,4.0,36.0,77.0,13.0,77.0,O3,SEDANG
2015-04-06,DKI5 (Kebon Jeruk),53.0,4.0,31.0,61.0,15.0,61.0,O3,SEDANG
2015-04-08,DKI5 (Kebon Jeruk),46.0,4.0,33.0,56.0,10.0,56.0,O3,SEDANG
2015-04-09,DKI5 (Kebon Jeruk),53.0,4.0,29.0,59.0,12.0,59.0,O3,SEDANG
2015-04-15,DKI5 (Kebon Jeruk),54.0,4.0,21.0,54.0,15.0,54.0,PM10,SEDANG
